"scenario_b_start","scenario_label","scheme_id","scheme_label","rand_mode","rand_label","bias_policy_base","bias_policy_full","alloc_bias","series","rate"
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.04,"FWER",0.04765
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"A",0.02815
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"B",0.02905
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"FWER",0.0516
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"A",0.03117
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"B",0.03189
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"FWER",0.05688
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"A",0.03364
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"B",0.03357
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"FWER",0.06053
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"A",0.03663
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"B",0.03697
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"FWER",0.06571
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"A",0.02385
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"B",0.02472
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"FWER",0.0445
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"A",0.02567
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"B",0.02578
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"FWER",0.04712
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"A",0.02713
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"B",0.02732
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"FWER",0.04953
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"A",0.02741
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"B",0.02837
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"FWER",0.05083
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"A",0.02876
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"B",0.0285
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"FWER",0.05233
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"A",0.02902
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"B",0.03005
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"FWER",0.05413
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"A",0.0246
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"B",0.0245
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"FWER",0.04471
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"A",0.02978
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"B",0.03462
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"FWER",0.05809
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"A",0.03413
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"B",0.04529
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"FWER",0.07093
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"A",0.03939
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"B",0.05893
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"FWER",0.08663
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"A",0.04571
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"B",0.07618
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"FWER",0.10755
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"A",0.05248
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"B",0.09625
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"FWER",0.12918
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"A",0.02557
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"B",0.02594
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"FWER",0.0467
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.04,"A",0.02682
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.04,"B",0.02749
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.04,"FWER",0.04904
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.08,"A",0.02789
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.08,"B",0.03173
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.08,"FWER",0.05375
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.12,"A",0.02995
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.12,"B",0.0344
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.12,"FWER",0.05819
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.16,"A",0.03192
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.16,"B",0.03947
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.16,"FWER",0.06392
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.2,"A",0.03321
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.2,"B",0.04249
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","bigstick","Big stick design (a = 3)","favor_B","favor_B",0.2,"FWER",0.06795
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0,"A",0.02533
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0,"B",0.02431
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0,"FWER",0.04533
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.04,"A",0.02518
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.04,"B",0.02607
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.04,"FWER",0.04682
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.08,"A",0.0252
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.08,"B",0.02695
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.08,"FWER",0.04755
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.12,"A",0.02573
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.12,"B",0.02765
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.12,"FWER",0.04889
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.16,"A",0.02691
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.16,"B",0.0299
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.16,"FWER",0.05164
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.2,"A",0.02779
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.2,"B",0.02973
0,"Scenario 1: Arm A and B start at 0","step1","1-step randomization","complete","Complete randomization","favor_B","favor_B",0.2,"FWER",0.05236
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0,"A",0.02415
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0,"B",0.02539
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0,"FWER",0.04487
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.04,"A",0.03155
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.04,"B",0.03204
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.04,"FWER",0.05715
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.08,"A",0.03921
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.08,"B",0.03821
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.08,"FWER",0.06895
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.12,"A",0.04922
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.12,"B",0.0499
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.12,"FWER",0.08718
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.16,"A",0.06067
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.16,"B",0.06047
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.16,"FWER",0.10552
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.2,"A",0.07214
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.2,"B",0.07223
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_all_exp","favor_all_exp",0.2,"FWER",0.12435
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0,"A",0.02472
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0,"B",0.02498
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0,"FWER",0.04498
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.04,"A",0.02691
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.04,"B",0.0269
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.04,"FWER",0.04913
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"A",0.02958
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"B",0.02892
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.08,"FWER",0.05286
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"A",0.03155
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"B",0.03303
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.12,"FWER",0.05765
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"A",0.03391
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"B",0.03405
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.16,"FWER",0.06106
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"A",0.03653
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"B",0.03706
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_all_exp","favor_all_exp",0.2,"FWER",0.06662
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"A",0.02546
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"B",0.02538
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0,"FWER",0.04655
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"A",0.02528
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"B",0.02558
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.04,"FWER",0.04666
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"A",0.02712
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"B",0.0272
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.08,"FWER",0.04944
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"A",0.02767
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"B",0.02776
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.12,"FWER",0.05003
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"A",0.02888
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"B",0.02827
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.16,"FWER",0.0522
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"A",0.02915
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"B",0.02886
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","complete","Complete randomization","favor_all_exp","favor_all_exp",0.2,"FWER",0.05286
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"A",0.02498
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"B",0.02534
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0,"FWER",0.04555
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"A",0.02787
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"B",0.03152
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.04,"FWER",0.05343
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"A",0.03219
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"B",0.04224
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.08,"FWER",0.06662
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"A",0.03658
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"B",0.05135
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.12,"FWER",0.07817
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"A",0.04227
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"B",0.06524
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.16,"FWER",0.09465
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"A",0.04513
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"B",0.07853
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","block","Permuted block randomization (factor = 1)","favor_B","favor_B",0.2,"FWER",0.1088
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"A",0.02538
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"B",0.02498
0,"Scenario 1: Arm A and B start at 0","step2_total","2-step randomization (total counts only)","bigstick","Big stick design (a = 3)","favor_B","favor_B",0,"FWER",0.046
